,data,description,cluster
10789,vaniprevir,chemical compound,1
5400,tack,tack,1
5401,proper biosecurity procedures,type security,1
10780,zaire ebolavirus,taxon,1
5412,infected horses,infected horses,1
1518,salicylate products,salicylate products,1
10779,vitro effectiveness,vitro effectiveness,1
10774,interferonproduction,interferonproduction,1
5426,underlying epithelial cells,underlying epithelial cells,1
1515,paracetamol,chemical compound medication essential medicine,1
5428,hemagglutinin spike,group class proteins,1
5430,endocytosis,endocytosis,1
10773,humoral immune response,humoral immune response,1
5433,trachea bronchial tree,trachea bronchial tree,1
5437,desquamation,desquamation,1
5438,focal erosion,focal erosion,1
5440,skeletal cardiac muscle,skeletal cardiac muscle,1
5441,encephalitic signs,encephalitic signs,1
5444,drippy’ nose,drippy’ nose,1
5445,discharge,discharge,1
5378,identification,identification,1
5447,isolation,isolation,1
5373,europeanlike lineage,europeanlike lineage,1
5371,families,families,1
5292,triple reassortants,triple reassortants,1
5296,bivalent siv vaccines,bivalent siv vaccines,1
5297,97 recent h3n2 isolates,subtype,1
5301,protective ability,protective ability,1
1536,substitute,substitute,1
5304,match,match,1
5307,nonreactive h3n2 siv variants,subtype,1
5308,current commercial vaccines,current commercial vaccines,1
5313,h3n2 mutations,subtype,1
5314,207 isolates,207 isolates,1
10800,financial cost,financial cost,1
10799,diagnostic uncertainty,diagnostic uncertainty,1
5328,2005–2006 season,2005–2006 season,1
10798,otherwisehealthy individuals,otherwisehealthy individuals,1
5343,2010–2011 season,2010–2011 season,1
5345,2011–2012 season,2011–2012 season,1
5346,northern hemisphere 2012–2013 season,northern hemisphere 2012–2013 season,1
5348,northern hemisphere 2014–2015 season,northern hemisphere 2014–2015 season,1
5350,northern hemisphere 2015–2016 season,northern hemisphere 2015–2016 season,1
5351,h3n8,h3n8,1
5353,main cause,main cause,1
5357,related animals,related animals,1
10796,glaxo,glaxo,1
5358,donkeys,donkeys,1
5362,miami,miami,1
5368,widespread epidemics,widespread epidemics,1
5369,a/equine/2 strain,a/equine/2 strain,1
5372,americanlike lineage,americanlike lineage,1
1509,immunization practices,immunization practices,1
5455,submandibular lymph nodes,submandibular lymph nodes,1
5456,nasal conjunctival mucosa,nasal conjunctival mucosa,1
5536,wuhan,sub-province-level division big city city millions inhabitants human settlement,1
5537,epicenter,epicenter,1
1491,dose,dose,1
31,east asia,continent continental area surrounding islands,1
5543,sudden death,stock character psychopomp literary character,1
5545,a/chicken/nakornpatom/thailand/cuk2/04,a/chicken/nakornpatom/thailand/cuk2/04,1
5546,genetic structure related subtypes,genetic structure related subtypes,1
5547,genus alphainfluenzavirus,genus alphainfluenzavirus,1
5551,singlestrands,singlestrands,1
5556,na,na,1
5558,ns,ns,1
33,gregor horst,gregor horst,1
5563,segmentation,segmentation,1
5564,genetic recombination,genetic recombination,1
5566,previously uncontagious strain,previously uncontagious strain,1
5574,daniel r. lucey,daniel r. lucey,1
5575,codirector,codirector,1
1484,nhs,nhs,1
5579,preparedness,preparedness,1
1478,twoway street,twoway street,1
5596,future international response measures,future international response measures,1
5597,behalf,behalf,1
5598,white house,white house,1
10743,russian tests,russian tests,1
5612,alveoli,alveoli,1
5613,oxygen,oxygen,1
5615,usual route,usual route,1
5533,shaoyang city,shaoyang city,1
5530,inappropriate focus,inappropriate focus,1
1495,businesses,businesses,1
5526,interview,interview,1
5458,tachycardia,medical finding,1
5460,stiffness,stiffness,1
5462,important concept,important concept,1
5466,culling,culling,1
5473,airborne transmission,airborne transmission,1
5474,concerns,concerns,1
10770,specific antiviral action,specific antiviral action,1
5475,limited humantohuman transmission,limited humantohuman transmission,1
5480,edge,edge,1
1505,clinical workers,clinical workers,1
1504,protective items,protective items,1
29,1%,1%,1
5490,infected persons,infected persons,1
5290,h3n2 subtypes,subtype,1
5492,genetics,genetics,1
1502,disaster response organizations,disaster response organizations,1
10763,peerreviewed studies,peerreviewed studies,1
5500,disposal,disposal,1
5504,killing,killing,1
5506,447 cases,447 cases,1
10760,lobbying attempts,lobbying attempts,1
10758,arbidol,arbidol,1
5509,especially financial political social personal responses,especially financial political social personal responses,1
5510,billions,billions,1
10754,known overdose cases,known overdose cases,1
1497,possible school closures,possible school closures,1
5521,crisis response,crisis response,1
5523,nabarro,nabarro,1
10764,арбидол,арбидол,1
5289,late august,late august,1
1539,available methods,available methods,1
22,early modern europe,continental area surrounding islands continent geographic region,1
1596,fewer fatalities,fewer fatalities,1
10848,license agreement,license agreement,1
5025,wadden sea area,wadden sea area,1
5031,orthomyxovirus,orthomyxovirus,1
5032,h,h,1
5034,metabolic synergy,metabolic synergy,1
5035,red blood cells,biogenic substance type,1
9,charlemagne,charlemagne,1
1591,victims,victims,1
1590,bronchial tubes,bronchial tubes,1
10836,negatively charged zone,negatively charged zone,1
5041,diameter,diameter,1
5045,hormonal changes,hormonal changes,1
5048,growing fetus,growing fetus,1
5050,fever recover,fever recover,1
5053,prescription,prescription,1
5064,fort dix,fort dix,1
5079,genetic elements,genetic elements,1
1585,deadly waves,deadly waves,1
5089,31 974 cases,31 974 cases,1
5097,widespread rumors,widespread rumors,1
5098,entire atoll,entire atoll,1
5099,saudi arabian embassy,saudi arabian embassy,1
10835,catalytic site canyon,catalytic site canyon,1
5101,saudi monarch,saudi monarch,1
5105,30 confirmed cases,30 confirmed cases,1
5106,sports,sports,1
4,europe,continental area surrounding islands continent geographic region,1
5013,wikimedia commons,wikimedia commons,1
5011,bone diseases,bone diseases,1
5010,bone,bone,1
4947,certain strains,certain strains,1
4949,avian adaptation,avian adaptation,1
4957,likelihood,likelihood,1
10858,prophylaxis trials,prophylaxis trials,1
4962,scientific advances,scientific advances,1
1614,mechanical ventilation,mechanical ventilation,1
4964,genetic lethality potential,genetic lethality potential,1
1612,admission,admission,1
4973,possible prepandemic vaccines,possible prepandemic vaccines,1
10857,self reported investigator mediated pneumonia,cause death infectious disease,1
1610,immediate admission,immediate admission,1
4983,available vaccines,available vaccines,1
4985,idx184,idx184,1
5113,gujranwala,city big city city millions inhabitants,1
4987,reasonable effectiveness,reasonable effectiveness,1
4995,chemical substructure,chemical substructure,1
4996,benzodiazepines,benzodiazepines,1
1607,deterioration,deterioration,1
2,asia,continent continental area surrounding islands,1
4999,cyclopyrrones,cyclopyrrones,1
10854,risk ofone sneedtobehospitalizedortheriskof death,stock character psychopomp literary character,1
5001,anxiolytics,anxiolytics,1
5002,hypnotics,hypnotics,1
5004,gerd,gerd,1
5005,gastroprokinetic agents,gastroprokinetic agents,1
10852,affectstheriskofone sneedtobehospitalizedor risk,affectstheriskofone sneedtobehospitalizedor risk,1
5007,nsaids,nsaids,1
5009,antimigraine drugs,antimigraine drugs,1
1609,24 hours,24 hours,1
5617,movements,movements,1
1576,recent genetic analysis,recent genetic analysis,1
5119,30 cases,30 cases,1
5218,diseased pigs,diseased pigs,1
5219,certain mammals,certain mammals,1
1555,scientific journals,scientific journals,1
5229,swine h2n3,swine disease,1
1551,course,course,1
10816,joseph varghese,joseph varghese,1
5237,pathologic changes,pathologic changes,1
5240,significantly higher titers,significantly higher titers,1
1550,british report,british report,1
5242,blood plasma levels,biogenic substance type,1
5244,monocyte,monocyte,1
5245,chemotactic protein1,chemotactic protein1,1
10815,peter colman,peter colman,1
5247,human h2n2 infected animals,organisms known particular common homo sapiens homo sapiens sapiens homowikimedia disambiguation page,1
5248,previously published notion,previously published notion,1
20,variations,variations,1
10807,precautionary information,precautionary information,1
5255,surveillance efforts,surveillance efforts,1
5256,farmed pig populations,farmed pig populations,1
5265,h3n2 coat,subtype,1
5271,separate vaccines,separate vaccines,1
5272,northern southern hemispheres,northern southern hemispheres,1
5273,separate vaccines annual epidemics,separate vaccines annual epidemics,1
10802,bronchospasms,bronchospasms,1
5274,clear seasonality,clear seasonality,1
5278,overlapping epidemics,overlapping epidemics,1
1541,drugs,drugs,1
5215,overview,overview,1
5211,h9n2 candidate vaccines,h9n2 candidate vaccines,1
5210,lessons,lessons,1
10817,australian csiro,australian csiro,1
5125,iran,iran,1
5126,56 fatalities,56 fatalities,1
10830,potent specific inhibitors,potent specific inhibitors,1
5137,essential hallmarks,essential hallmarks,1
5138,ea,ea,1
1572,20th century,20th century,1
5141,implemented.michael ryan,implemented.michael ryan,1
5142,executive director,executive director,1
1570,annual epidemics,annual epidemics,1
10825,zanamivir strategy,chemical compound neuraminidase inhibitor medication,1
18,sicily,autonomous region special statute cultural region region italy,1
10822,biota,biota,1
10821,australian biotechnology company,australian biotechnology company,1
5117,midjanuary,midjanuary,1
5162,reported cases,reported cases,1
5164,alarm,alarm,1
10819,pharmacy,pharmacy,1
5165,h1n2,subtype,1
5170,latvia,sovereign state republic countries bordering baltic sea country,1
5183,1960s,1960s,1
5186,h2 hemagglutinin,group class proteins,1
5189,wild ducks,wild ducks,1
5195,test kits,test kits,1
5196,approximately 3 700 test kits,approximately 3 700 test kits,1
5198,college,college,1
5200,cap,cap,1
5202,unidentified samples,unidentified samples,1
10818,victorian college,victorian college,1
10820,monash university,monash university,1
6237,760 close contacts,760 close contacts,1
5619,fertilizer,fertilizer,1
5621,migrating waterfowl,migrating waterfowl,1
6019,markets,markets,1
1367,8 august,8 august,1
1366,cdc.in september,cdc.in september,1
10642,exogenous endogenous origin,exogenous endogenous origin,1
6032,seasons,seasons,1
6033,possibly combination,possibly combination,1
6037,previous experience,previous experience,1
6039,fall,fall,1
6040,h7n9 transmission,taxon,1
6042,widespread bird migratory patterns,taxon,1
6046,fifth,fifth,1
6049,security,security,1
6054,true distribution,true distribution,1
6055,surveillance artifact,surveillance artifact,1
6058,detected cases,detected cases,1
6063,twothirds,twothirds,1
1360,diabetes,diabetes,1
1356,higher risk,higher risk,1
6077,elderly men,elderly men,1
6080,danuta m. skowronski,danuta m. skowronski,1
10634,commonwealth war graves commission,commonwealth war graves commission,1
1353,diarrhea,diarrhea,1
6087,dengue fever,dengue fever,1
10633,war scientists,war scientists,1
6088,crossreactive antibodies,family protein complexes,1
1352,runny nose,runny nose,1
