,data,description,cluster
6451,divergence,divergence,3
6412,damage,damage,3
6410,radiation,radiation,3
7445,higher vaccination uptake,higher vaccination uptake,3
6369,smallest virions,smallest virions,3
6370,elliptical shape,elliptical shape,3
7506,jonas salk,jonas salk,3
7505,thomas francis,thomas francis,3
6371,length,length,3
6372,particle,particle,3
7504,growth,growth,3
6373,excess,excess,3
7503,vanderbilt university,vanderbilt university,3
7507,wilson smith,wilson smith,3
7502,ernest william goodpasture,ernest william goodpasture,3
6375,micrometers,micrometers,3
6376,filamentous virions,filamentous virions,3
6378,filaments,filaments,3
7499,success.in,success.in,3
7498,hint,hint,3
7497,new victims,new victims,3
7496,therapeutic measure,therapeutic measure,3
7495,serums,serums,3
6380,electron microscopy,electron microscopy,3
6374,tens,tens,3
6381,varied shapes,varied shapes,3
7508,macfarlane burnet,macfarlane burnet,3
7511,military,military,3
7530,needed.the eggbased technology,academic discipline,3
6355,h17n10,h17n10,3
6356,h18n11,h18n11,3
7527,physician visits,physician visits,3
6357,peruvian bat,peruvian bat,3
7526,influenzarelated respiratory illness,influenzarelated respiratory illness,3
7525,reductions,reductions,3
7524,cdc severe complications,cdc severe complications,3
7523,primary method,primary method,3
7510,1940s,1940s,3
6359,variants subtypes,variants subtypes,3
7518,systemic reactivity,systemic reactivity,3
7517,egg proteins,group class chemical substances second-order class,3
6362,total cost,total cost,3
7516,improved processes,improved processes,3
6363,toll,toll,3
7515,purity,purity,3
6365,previous estimates,previous estimates,3
6366,structure genetics,structure genetics,3
6368,80–120 nanometers,80–120 nanometers,3
7522,acceptance,acceptance,3
6382,virions,virions,3
6383,main types,main types,3
6384,central core,central core,3
7461,resident physicians,resident physicians,3
6405,negativesense rna,structural class chemical compounds,3
7460,adverse reactions,adverse reactions,3
6406,gene product,gene product,3
7459,reasons,reasons,3
7458,laboratory staff,laboratory staff,3
6407,multiplicity reactivation,multiplicity reactivation,3
7457,42%,42%,3
7456,nonclinical staff,nonclinical staff,3
7462,teaching hospital,teaching hospital,3
7455,34%,34%,3
7453,reasons healthcare workers decisions,reasons healthcare workers decisions,3
7452,reasons healthcare workers,reasons healthcare workers,3
7451,high service demand,high service demand,3
6408,inactivation,inactivation,3
7449,healthcare workers patients,healthcare workers patients,3
7448,main reason,main reason,3
7447,nurse practitioners,nurse practitioners,3
6409,uv radiation,uv radiation,3
7446,dentists,dentists,3
7454,public hospitals,public hospitals,3
6404,segmented pieces,segmented pieces,3
6403,single piece,single piece,3
7464,annual reformulation,annual reformulation,3
6386,outside,outside,3
6387,virion,virion,3
7493,ancient art,ancient art,3
7492,pharmacists,pharmacists,3
7490,origins development,origins development,3
7487,following,following,3
7484,quadrivalent formulation,quadrivalent formulation,3
7483,2020–2021,2020–2021,3
6389,abundant nonproductive attachment sites,abundant nonproductive attachment sites,3
7482,2019–2020,2019–2020,3
6390,progeny virions,progeny virions,3
6391,targets,targets,3
6392,antigen proteins,group class chemical substancesgroup class chemical substances second-order class,3
6394,16 subtypes,16 subtypes,3
6395,ha 9 subtypes,ha 9 subtypes,3
6398,organisms,organisms,3
6399,doublestranded dna,doublestranded dna,3
7473,contents,contents,3
7471,2nd bstrain,2nd bstrain,3
7467,h1n1 h3n2 typeb strains,virussubtype,3
6401,different singlestranded nucleic acid,different singlestranded nucleic acid,3
6475,infectious agent,infectious agent,3
7356,fluad quad,fluad quad,3
6478,young children,young children,3
7355,tentative evidence,tentative evidence,3
6554,david r. smith,david r. smith,3
6555,liesel schneider,liesel schneider,3
7261,rubbish,rubbish,3
6556,kathleen barton,kathleen barton,3
7259,cochrane collaboration reviews,cochrane collaboration reviews,3
6557,katlin mccuan,katlin mccuan,3
7258,tom jefferson,tom jefferson,3
7256,overall effectiveness,overall effectiveness,3
7254,future vaccination policy,future vaccination policy,3
7263,rubbish views,rubbish views,3
7253,yearly vaccinations,yearly vaccinations,3
7251,relevance,relevance,3
7249,reduction,reduction,3
7248,repeated vaccinations,repeated vaccinations,3
7247,slight mutation,slight mutation,3
6558,richard j. webby,richard j. webby,3
7245,good match,good match,3
6559,xiufeng wan,xiufeng wan,3
7240,antibody production,family protein complexes,3
6560,pathogenesis,biological process,3
7252,current recommendations,current recommendations,3
6562,public data,public data,3
6553,william b. epperson,william b. epperson,3
6551,alicia k. olivier,alicia k. olivier,3
6537,normal lung temperature,normal lung temperature,3
7281,cdc director,cdc director,3
6539,genetic changes,genetic changes,3
7279,possibly influenzalike illness,possibly influenzalike illness,3
6540,lower lung,lower lung,3
7277,chronic illnesses,chronic illnesses,3
7275,special attention,special attention,3
7274,vaccination campaigns,vaccination campaigns,3
7272,sales job,sales job,3
6552,suzanne genova,suzanne genova,3
7270,policy,policy,3
7269,disease research,disease research,3
7268,infectious,infectious,3
6547,inactivated influenzavirus d vaccine,inactivated influenzavirus d vaccine,3
7267,michael osterholm,michael osterholm,3
6548,partial protection,partial protection,3
6549,challenge experiments,challenge experiments,3
7266,anthony fauci,anthony fauci,3
6550,lucas ferguson,lucas ferguson,3
7265,key figures,key figures,3
6544,shift,shift,3
6563,david lipman,david lipman,3
6564,steven salzberg,steven salzberg,3
7239,high efficacy,high efficacy,3
7220,suitability,suitability,3
7219,2012 review,2012 review,3
7218,healthy working adults,healthy working adults,3
6580,genbank,sequence database data library,3
6581,international nihfunded searchable online database,international nihfunded searchable online database,3
6582,mid2008,mid2008,3
7214,complexities,complexities,3
7212,uncertainty,uncertainty,3
7211,economic evaluations,economic evaluations,3
6579,sequence data,sequence data,3
7210,key assumptions,key assumptions,3
6583,3000 isolates,3000 isolates,3
6584,affiliations,affiliations,3
6585,component,component,3
6586,agency,agency,3
7207,different groups,different groups,3
7205,costeffectiveness,costeffectiveness,3
6587,sequencing project home page,sequencing project home page,3
7202,nonhumans,nonhumans,3
7201,monovalent harvests,monovalent harvests,3
7208,different settings,different settings,3
7221,willingness,willingness,3
6578,research goals,research goals,3
7223,productivity gains,productivity gains,3
7238,observed reduction,observed reduction,3
7237,controlled conditions,controlled conditions,3
6565,consortium,consortium,3
7235,immunization series,immunization series,3
6566,proposal,proposal,3
6567,institute,institute,3
7234,immunological basis,immunological basis,3
7233,following objectives,following objectives,3
6568,genomic research,genomic research,3
6569,project,project,3
6570,handful,handful,3
6572,igsp,igsp,3
7229,researchers understanding ofwhatmakesonestrainmorelethalthananother,researchers understanding ofwhatmakesonestrainmorelethalthananother,3
7228,library,library,3
6573,new technology development,academic discipline,3
7227,basic research,basic research,3
6574,elodie ghedin,elodie ghedin,3
6575,tigr,tigr,3
6576,publication,publication,3
7226,molecular evolution,molecular evolution,3
7224,interventions,interventions,3
7282,85 percent,85 percent,3
6353,18 different known h antigens,18 different known h antigens,3
7283,preference,preference,3
6536,37°c,37°c,3
7336,nonpandemic year,nonpandemic year,3
7335,advanced age,advanced age,3
7334,frailty,frailty,3
7333,declining immunological function,declining immunological function,3
7332,steep decline,steep decline,3
7331,multiple reasons,multiple reasons,3
7328,case–control studies,case–control studies,3
7327,reviews,reviews,3
6498,new ha,new ha,3
6496,enzyme neuraminidase,group class enzymes,3
7326,highquality evidence,highquality evidence,3
7324,systematic reviews,systematic reviews,3
6499,type undergoes antigenic shift,type undergoes antigenic shift,3
7323,elderly,elderly,3
7322,comparison patients,comparison patients,3
6500,processes,processes,3
6503,diagnostic purposes,diagnostic purposes,3
6504,techniques,techniques,3
6505,color change,color change,3
6506,higher sensitivity,higher sensitivity,3
7325,randomized controlled case–control studies,randomized controlled case–control studies,3
7320,moderate evidence,moderate evidence,3
7337,influenzaassociated death,stock character psychopomp literary character,3
7338,younger person,younger person,3
7354,vaccinating healthcare workers,vaccinating healthcare workers,3
6479,underlying health problems,underlying health problems,3
6480,prior exposure,prior exposure,3
7352,conclusive evidence,conclusive evidence,3
7351,vulnerable population,vulnerable population,3
6483,highest preventable mortalities,highest preventable mortalities,3
7349,goal,goal,3
7348,immunization practices guidelines,immunization practices guidelines,3
7347,advisory committee,advisory committee,3
6495,enzyme esterase,enzyme esterase,3
6484,structure variation,structure variation,3
6487,antigens,antigens,3
7344,fluad,fluad,3
7343,65 years,65 years,3
6488,d.,d.,3
6490,np functions,np functions,3
6491,transcription,transcription,3
6492,glycoprotein,glycoprotein,3
7340,available evidence,available evidence,3
6493,hemagglutininesterase fusion,hemagglutininesterase fusion,3
6486,single stranded genomes,single stranded genomes,3
7319,2014 review,2014 review,3
7317,healthcare worker vaccination,healthcare worker vaccination,3
6507,hef,hef,3
6526,influenzavirus d,influenzavirus d,3
6527,serum samples,serum samples,3
7300,16%,16%,3
6528,hemagglutinationinhibiting antibodies,family protein complexes,3
6529,estimated occurrence,estimated occurrence,3
7299,unvaccinated adults,unvaccinated adults,3
7298,inflammatory bowel disease,inflammatory bowel disease,3
6530,1.3%,1.3%,3
7297,immunosuppressed pediatric patients,immunosuppressed pediatric patients,3
6524,situ esterase,situ esterase,3
7296,tertiary referral center,tertiary referral center,3
7294,healthy 5–18yearolds,healthy 5–18yearolds,3
7293,canadian national advisory committee,canadian national advisory committee,3
6533,lineages,lineages,3
6534,influenzavirus d natural host,influenzavirus d natural host,3
7292,afluria tetra,afluria tetra,3
7291,0.25 milliliters,0.25 milliliters,3
7289,afluria quadrivalent,afluria quadrivalent,3
7288,0.5 milliliters,0.5 milliliters,3
7286,age group,age group,3
7295,pediatric fluad,pediatric fluad,3
6523,o callaghan rj],o callaghan rj],3
6522,spence ha,spence ha,3
6521,wagaman pc,wagaman pc,3
7314,relationship,relationship,3
6508,hi test,hi test,3
7312,net benefit,net benefit,3
7311,2006 review,2006 review,3
7310,healthcare workers,healthcare workers,3
6509,esterase,esterase,3
6510,situ esterase assays,situ esterase assays,3
7308,moderate protection,moderate protection,3
7307,influenzarelated complications,influenzarelated complications,3
6511,quick inexpensive method,quick inexpensive method,3
7306,working days,working days,3
6513,animal reservoir,taxon,3
7305,modest decrease,modest decrease,3
7304,working adults,working adults,3
6516,drift,drift,3
6517,capability,capability,3
7303,1.1%,1.1%,3
7302,2.4%,2.4%,3
6518,significant concern,significant concern,3
7301,vaccinated adults,vaccinated adults,3
6520,vaccinations,vaccinations,3
7285,fluzone quadrivalent,fluzone quadrivalent,3
6999,overuse,overuse,3
8365,eml,eml,3
7833,precise mechanism,precise mechanism,3
9908,u.s. house democrats henry waxman,u.s. house democrats henry waxman,3
9906,list price,list price,3
9905,brand version,brand version,3
9904,91 developing countries,91 developing countries,3
9903,generic manufacturers,generic manufacturers,3
9901,media sources,media sources,3
9900,expired air recovery,expired air recovery,3
9899,2.5%,2.5%,3
9898,14%,14%,3
